pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_eqt,st_rad,st_mass,st_logg,sy_dist,st_rotp
HD 175541 b,1,1,Radial Velocity,2007,298.43,14.1,0.297,190.06234,,4.19,1.39,3.33,129.603,
HD 190647 b,1,1,Radial Velocity,2007,1176.45,13.4,0.377,630.89255,,1.38,1.07,4.16,54.4738,64.3
HD 192699 b,1,1,Radial Velocity,2007,340.94,13.4,0.208,666.17168,,4.41,1.38,3.25,71.8627,
HD 196885 A b,2,1,Radial Velocity,2007,1333,13.2,0.56,819.97,,1.31,1.28,4.31,34.1692,
HD 210702 b,1,1,Radial Velocity,2007,354.1,13.4,0.191,574.63664,,4.92,1.61,3.28,54.1963,
HD 219828 b,1,2,Radial Velocity,2007,3.83492,4.85,0.372,20.97678,686,1.61,1.18,4.17,73.114,44.09
HD 221287 b,1,1,Radial Velocity,2007,456.1,13.1,0.33,982.05,,1.14,1.25,4.43,55.9231,
HD 231701 b,1,1,Radial Velocity,2007,141.63,13.7,0.116,359.1479,701,1.53,1.21,4.31,108.877,130.1
HD 4113 b,3,1,Radial Velocity,2007,526.62,13.5,1.16,495.79,510,1.08,0.99,4.4,41.8727,3.33
HD 43691 b,3,1,Radial Velocity,2007,36.9987,13.2,0.194,810.4665,,1.6,1.32,4.28,85.6009,45.39
HD 5319 b,1,2,Radial Velocity,2007,637.1,13.5,0.366,494.54348,,4.06,1.27,3.26,121.405,
HD 70573 b,1,1,Radial Velocity,2007,851.8,12.8,0.197,1900,,0.98,1,4.59,59.182,
HD 75898 b,1,1,Radial Velocity,2007,422.9,13.2,0.104,861.3193,,1.58,1.26,4.21,78.0505,
HD 81688 b,1,1,Radial Velocity,2007,184.02,13.2,0.133,858.1,,13,2.1,2.22,85.7183,77.8
Lupus-TR-3 b,1,1,Transit,2007,3.91405,9.976,1.11,257.431,,0.82,0.87,4.96,773.409,
OGLE-TR-182 b,1,1,Transit,2007,3.9791,12.666,0.199,320.995,,1.14,1.14,4.14,2501.75,
OGLE-TR-211 b,1,1,Transit,2007,3.67724,15.244,0.158,327.351,,1.64,1.33,4.17,1515.26,
TrES-3 b,1,1,Transit,2007,1.30618581,14.975,0.129,607.03,,0.83,0.93,4.57,231.337,
TrES-4 b,2,1,Transit,2007,3.55395,18.046,0.129,247.9074,,1.66,1.08,4.06,515.98,
V0391 Peg b,1,1,Pulsation Timing Variations,2007,1170,13.1,0.177,1017.056,,0.23,0.5,5.4,1195.98,
WASP-1 b,2,1,Transit,2007,2.5199454,16.623,0.297,271.415,,1.47,1.24,4.21,393.072,
WASP-2 b,2,1,Transit,2007,2.152175,12.117,1.13,295.89973,,0.87,0.9,4.51,153.242,
WASP-3 b,3,1,Transit,2007,1.84683,15.917,1.13,772.3269,,1.44,1.62,4.25,231.161,
WASP-4 b,1,1,Transit,2007,1.33823147,14.807,0.173,376.94638,,0.89,0.86,4.47,267.206,
XO-2 N b,2,3,Transit,2007,2.61586178,11.131,0.247,179.89178,,0.99,0.97,4.43,154.273,
XO-3 b,1,1,Transit,2007,3.19154,15.805,0.173,2316.9807,,1.54,0.58,3.95,213.053,
kap CrB b,1,1,Radial Velocity,2007,1285,13.4,0.258,635.66,,4.85,1.5,3.26,30.0651,
xi Aql b,1,1,Radial Velocity,2007,136.75,13.2,0.263,890,,12,2.2,2.66,56.1858,18.15
14 And b,1,1,Radial Velocity,2008,185.84,12.9,0.385,1525.5,,11,2.2,2.63,75.4392,
18 Del b,2,1,Radial Velocity,2008,993.3,12.5,0.369,3273.5,,8.5,2.3,2.82,76.222,
1RXS J160929.1-210524 b,1,1,Imaging,2008,,18.647,0.336,3000,401,1.31,0.85,4,139.135,36.05
42 Dra b,2,1,Radial Velocity,2008,479.1,13,0.137,1233.13,829,22.03,0.98,1.71,90.6545,35.56
6 Lyn b,1,1,Radial Velocity,2008,934.3,13.4,1.25,638.8383,,5.2,1.44,3.19,54.6599,
81 Cet b,1,1,Radial Velocity,2008,952.7,12.8,0.195,1684.4,,11,2.4,2.35,101.26,
BD-17 63 b,1,1,Radial Velocity,2008,655.6,12.8,1.24,1620.9,,0.69,0.74,4.26,34.4603,
CoRoT-1 b,1,1,Transit,2008,1.5089557,16.7,1.25,327.35,,1.11,0.95,4.25,787.909,
CoRoT-2 b,2,1,Transit,2008,1.7429935,16.432,1.15,1102.82,,0.91,0.96,4.53,213.283,30
CoRoT-3 b,1,1,Transit,2008,4.2568,11.32,1.19,6883.91,,1.56,1.37,4.22,768.771,
CoRoT-4 b,1,1,Transit,2008,9.20205,13.34,1.25,228.83,,1.17,1.16,4.41,726.412,
FU Tau b,1,1,Imaging,2008,,12.2,0.224,5085.28,,,0.05,,133.4950466,
GJ 832 b,1,2,Radial Velocity,2008,3657,14,0.35,216,,0.44,0.45,4.7,4.96435,
HAT-P-11 b,1,2,Transit,2008,4.88780244,4.36,0.168,26.69772,468,0.68,0.81,4.66,37.7647,
HAT-P-7 b,2,1,Transit,2008,2.20474,16.926,0.238,584.8072,352,2,1.56,4.07,341.079,
HAT-P-8 b,3,1,Transit,2008,3.07634,15.693,0.544,406.8224,,1.57,1.27,4.15,211.553,
HAT-P-9 b,1,1,Transit,2008,3.92281072,15.614,0.892,238.05467,,1.34,1.28,4.29,455.203,
HD 102272 b,1,1,Radial Velocity,2008,127.58,12.9,0.417,1570.0802,,10.3,1.45,2.58,347.097,29.6
HD 11506 c,1,2,Radial Velocity,2008,223.41,14.2,0.274,129.67464,453,1.34,1.24,4.3,51.261,39.97
HD 11964 c,2,2,Radial Velocity,2008,37.91,5.38,0.141,25,1044,2.01,0.91,3.79,33.5369,28.72
HD 131664 b,1,1,Radial Velocity,2008,1951,12.1,0.111,6076.9096,722,1.08,1.19,4.45,52.8128,28.72
HD 139357 b,1,1,Radial Velocity,2008,1125.7,12.5,0.18,3101.89,605,11.47,1.35,2.9,112.09,28.72
HD 143361 b,1,1,Radial Velocity,2008,1039.15,13.1,1.47,1122.57556,2300,0.92,0.97,4.47,68.5146,
HD 145377 b,1,1,Radial Velocity,2008,103.95,12.8,3,1913.3366,2650,1.05,1.2,4.47,53.4884,
HD 153950 b,1,1,Radial Velocity,2008,499.39999,13.2,1.8,937.5985,2300,1.28,1.25,4.32,48.4549,
HD 154672 b,1,1,Radial Velocity,2008,163.94,12.8,1.265,1706.7471,1050,1.32,1.18,4.27,63.0484,
HD 16417 b,2,1,Radial Velocity,2008,17.24,5,0.327,22.1,830,1.64,1.2,4.16,25.3936,
HD 173416 b,1,1,Radial Velocity,2008,323.6,13.2,0.2,858.1,,13.5,2,2.48,132.184,18.86
HD 179079 b,1,1,Radial Velocity,2008,14.479,5.48,0.22,25.74423,379,1.63,1.14,4.16,69.7116,38.73
HD 181433 b,1,3,Radial Velocity,2008,9.3743,2.4,1.319,6.3566,1322,0.79,0.63,4.45,26.8762,
HD 181433 c,1,3,Radial Velocity,2008,962,14.1,0.389,203,838,0.81,0.78,4.37,26.8762,29.2
HD 181433 d,1,3,Radial Velocity,2008,2172,14.2,1.19,171,,0.81,0.78,4.37,26.8762,29.2
HD 183263 c,1,2,Radial Velocity,2008,3070,13,0.959,1134.61,963,1.29,1.06,4.24,54.1955,
HD 187123 c,1,2,Radial Velocity,2008,3810,13.4,1.272,632.46,1740,1.15,1.04,4.33,45.9548,
HD 205739 b,1,1,Radial Velocity,2008,279.8,13.6,1.1,435.41,340,1.33,1.22,4.29,92.5087,
HD 20868 b,1,1,Radial Velocity,2008,380.85001,13.7,1.42,397.2875,1624,0.76,0.39,4.26,47.7223,
HD 285968 b,1,1,Radial Velocity,2008,8.7836,2.83,1.06,8.4,904,0.48,0.5,4.75,9.47045,
HD 45364 b,1,2,Radial Velocity,2008,226.93,8.97,1.289,59.4953,1626,0.89,0.82,4.38,34.354,
HD 45364 c,1,2,Radial Velocity,2008,342.85,14.1,1.05,209.0915,792,0.89,0.82,4.38,34.354,
HD 45652 b,1,1,Radial Velocity,2008,44.073,14.3,1.17,137.62039,,0.94,0.92,4.2,34.8541,
HD 47186 b,1,2,Radial Velocity,2008,4.0845,5.02,0.995,22.2481,852,1.08,0.96,4.36,37.4574,
HD 47186 c,1,2,Radial Velocity,2008,1353.6,13,1.132,111.42,1010,1.08,0.96,4.36,37.4574,35.5
HD 48265 b,1,1,Radial Velocity,2008,778.51,13.5,0.951,484.69075,1540,1.9,1.31,3.97,90.5446,
HD 60532 b,1,2,Radial Velocity,2008,201.9,13.8,0.867,336.8998,970,2.57,1.5,3.8,25.9716,14.48
HD 60532 c,1,2,Radial Velocity,2008,600.1,13.3,1.11,797.7533,1283,2.57,1.5,3.8,25.9716,15.9
HD 73267 b,1,1,Radial Velocity,2008,1245.36,13.1,1.15,984.31951,1463,0.91,0.9,4.45,50.4093,28.7
HD 73534 b,1,1,Radial Velocity,2008,1750,13.7,1.09,353.42696,1951,2.58,1.16,3.6,83.3321,
HD 7924 b,1,3,Radial Velocity,2008,5.39792,2.4,1.3,6.3566,1637,0.78,0.65,4.46,16.9922,
HR 8799 b,1,4,Imaging,2008,170000,13,1.135,2000,1182,1.49,1.5,4.3,41.2441,
HR 8799 c,1,4,Imaging,2008,69000,13,0.63,3000,1001,1.49,1.5,4.3,41.2441,
HR 8799 d,1,4,Imaging,2008,37000,13,1.02,3000,,1.49,1.5,4.3,41.2441,
MOA-2007-BLG-192L b,1,1,Microlensing,2008,,1.63,1.212,3.3,1384,,0.06,,1000,
MOA-2007-BLG-400L b,1,1,Microlensing,2008,,13.9,1.17,260,1271,,0.3,,5800,
OGLE-2006-BLG-109L b,1,2,Microlensing,2008,1788.5,14,0.94,231,1189,,0.51,,1510,
OGLE-2006-BLG-109L c,1,2,Microlensing,2008,4927.5,11.1,1.44,86,1630,,0.51,,1510,
OGLE2-TR-L9 b,1,1,Transit,2008,2.4855335,18.046,1.09,1430.175,1450,1.53,1.52,4.24,1627.63,
USco CTIO 108 b,1,1,Imaging,2008,,12.3,1.98,4449.62,1836,0.35,0.06,4.88,144.019,
WASP-10 b,1,1,Transit,2008,3.0927616,12.106,1.85,1001.12,1782,0.7,0.75,4.63,140.998,
WASP-11 b,3,1,Transit,2008,3.72247,12.442,1.197,251.0857,1520,0.89,1.42,4.45,124.73,
WASP-12 b,3,1,Transit,2008,1.09142,21.712,1.332,465.62095,1581,1.66,1.43,4.16,427.246,
WASP-14 b,3,1,Transit,2008,2.24375,15.468,1.277,2809.6172,1781,1.4,1.62,4.07,161.997,
WASP-5 b,1,1,Transit,2008,1.6284279,12.184,1.178,502.15,1271,1.03,0.96,4.39,309.137,
WASP-7 b,1,1,Transit,2008,4.9546416,14.908,0.825,305.1168,1082,1.43,1.28,4.23,162.303,
XO-4 b,1,1,Transit,2008,4.12508,14.011,1.571,451.3186,1752,1.45,1.1,4.18,272.655,
XO-5 b,1,1,Transit,2008,4.1877558,12.78,1.274,378.2,1686,1.13,1.04,4.35,276.211,
bet Pic b,1,2,Imaging,2008,7665,18.495,1.52,3496.13,1770,1.54,1.76,4.35,19.7442,
11 UMi b,1,1,Radial Velocity,2009,516.21997,12.3,2.05,4684.8142,1941,29.79,2.78,1.93,125.321,
2MASS J21402931+1625183 A b,1,1,Imaging,2009,7336.5,10.31,1.28,6657.48,1428,0.12,0.08,5.22,33.1156898,
30 Ari B b,4,1,Radial Velocity,2009,335.10001,12.3,1.216,4392.4106,1353,1.41,1.93,4.43,44.657,
47 UMa d,1,3,Radial Velocity,2009,14002,13.5,1.242,521.22,1108,1.21,1.06,4.3,13.7967,
61 Vir b,1,3,Radial Velocity,2009,4.215,2.11,1.16,5.1,,0.96,0.94,4.34,8.50332,
61 Vir c,1,3,Radial Velocity,2009,38.021,4.46,1.426,18.2,1652,0.96,0.94,4.34,8.50332,
61 Vir d,1,3,Radial Velocity,2009,123.01,5.11,1.284,22.9,1458,0.96,0.94,4.34,8.50332,
BD+14 4559 b,1,1,Radial Velocity,2009,268.94,13.8,1.59,330.5432,2131,0.86,0.49,4.26,49.352,
BD+20 2457 b,1,2,Radial Velocity,2009,379.63,11.6,1.21,17668.1697,1539,71.02,10.83,1.77,1539.71,
BD+20 2457 c,1,2,Radial Velocity,2009,621.99,12.4,1.288,3963.17,1862,49,2.8,1.51,1539.71,
BD-08 2823 b,1,2,Radial Velocity,2009,5.6,3.61,1.293,12.7132,1192,0.71,0.5,4.43,41.3342,
BD-08 2823 c,1,2,Radial Velocity,2009,237.6,12.5,1.009,104,1218,0.72,0.74,4.13,41.3342,
CoRoT-5 b,1,1,Transit,2009,4.0378962,15.558,1.318,148.42,1778,1.19,1,4.19,882.472,
CoRoT-6 b,1,1,Transit,2009,8.886593,13.068,0.944,940.74,818,1.02,1.05,4.43,645.294,
CoRoT-7 b,1,2,Transit,2009,0.85359163,1.681,1.182,4.07661,1313,0.83,0.82,4.5,159.906,
CoRoT-7 c,1,2,Radial Velocity,2009,3.698,2.83,1.51,8.4,1840,0.86,0.9,4.52,159.906,
CoRoT-9 b,2,1,Transit,2009,95.272656,11.949,1.74,266.9772,2200,0.96,0.96,4.54,412.98,
DP Leo b,2,1,Eclipse Timing Variations,2009,10220,12.7,1.332,1995.88832,1622,0.01,0.69,,305.684,
GJ 1214 b,1,1,Transit,2009,1.58040433,2.742,1.123,8.17,1278,0.21,0.18,5.03,14.6427,
GJ 179 b,1,1,Radial Velocity,2009,2288,13.9,1.48,260.61,1675,0.38,0.36,4.83,12.356,
GJ 581 e,1,3,Radial Velocity,2009,3.149,1.17,1.631,1.7,1772,0.33,0.31,4.89,6.2981,
GJ 649 b,1,1,Radial Velocity,2009,598.3,12.5,0.899,104.244,1505,0.5,0.54,4.76,10.3796,
HAT-P-12 b,1,1,Transit,2009,3.2130598,10.749,1.073,67.059,1512,0.7,0.73,4.61,142.751,
HAT-P-13 b,1,2,Transit,2009,2.91625,14.258,1.119,270.462,1237,1.76,1.32,4.13,246.81,
HAT-P-13 c,1,2,Radial Velocity,2009,446.27,12.3,1.703,4538.421,1766,1.76,1.32,4.13,246.81,
HD 103197 b,1,1,Radial Velocity,2009,47.84,5.83,1.89,28.6047,1930,0.88,0.8,4.45,57.1463,
HD 104067 b,1,1,Radial Velocity,2009,55.806,8.18,1.59,50.8528,1896,0.74,0.62,4.49,20.3632,
HD 110014 b,1,1,Radial Velocity,2009,835.477,12.4,2.085,3524.59,1903,20.9,2.17,2.1,100.758,
HD 125595 b,1,1,Radial Velocity,2009,9.6737,2.4,1.072,6.3566,1028,0.74,0.29,4.17,28.1989,24.59
HD 125612 c,2,3,Radial Velocity,2009,4.15514,4.36,1.676,17.48065,1930,1.05,1.11,4.41,57.6207,
HD 125612 d,2,3,Radial Velocity,2009,2835,12.6,1.51,2313.8024,2733,1.05,1.11,4.41,57.6207,
HD 126614 b,3,1,Radial Velocity,2009,1244,14.2,1.87,130.3103,2562,1.32,1.26,4.3,73.0961,
HD 129445 b,1,1,Radial Velocity,2009,1840,13.5,1.4,508.507,1700,1.18,0.99,4.31,67.4386,
HD 134987 c,1,2,Radial Velocity,2009,5000,13.9,1.393,260,1540,1.25,1.1,4.25,26.1804,
HD 136418 b,1,1,Radial Velocity,2009,464.29999,13.3,1.302,680.1562,1359,3.78,1.48,3.45,105.168,
HD 13931 b,1,1,Radial Velocity,2009,4218,13.3,0.969,699.226,1407,1.25,1.3,4.36,47.3963,
HD 147018 b,1,2,Radial Velocity,2009,44.236,13.4,1.609,674,1596,0.94,0.93,4.42,40.4256,
HD 147018 c,1,2,Radial Velocity,2009,1008,12.7,0.692,2080,1446,0.94,0.93,4.42,40.4256,
HD 148156 b,1,1,Radial Velocity,2009,1027,13.9,1.212,270.144,1244,1.21,1.22,4.56,57.1289,
HD 148427 b,1,1,Radial Velocity,2009,331.5,13.6,1.039,413.179,1276,3.86,1.64,3.48,71.3499,
HD 152079 b,1,1,Radial Velocity,2009,2918.92,13.2,1.105,845.74563,1505,1.13,1.15,4.37,87.8888,
HD 156411 b,1,1,Radial Velocity,2009,842.2,14,1.3,235.18,1592,2.16,1.25,4.07,56.8655,12.35
HD 16175 b,1,1,Radial Velocity,2009,990,12.8,0.777,1620.933,814,1.72,1.63,4.18,59.859,
HD 164604 b,1,1,Radial Velocity,2009,641.472,13.4,1.329,635,2069,0.77,0.77,4.62,39.3633,9.8
HD 171238 b,1,1,Radial Velocity,2009,1532,13.2,1.168,864.4976,1577,1.01,0.96,4.43,44.8113,24.98
HD 175167 b,1,1,Radial Velocity,2009,1290,12.5,0.953,2850.9351,858,1.75,1.37,4.09,71.0863,
HD 180902 b,2,1,Radial Velocity,2009,510.9,13.5,1.86,535.54355,1654,4.16,1.41,3.36,104.577,
HD 181342 b,1,1,Radial Velocity,2009,564.1,13.2,1.395,807.2882,2166,4.71,1.69,3.28,120.391,
HD 181720 b,1,1,Radial Velocity,2009,956,14,1.26,127.132,1277,1.5,1.03,4.09,60.2046,
HD 190984 b,1,1,Radial Velocity,2009,4885,13.1,1.75,985.2,1918,1.53,0.91,4.02,148.187,
HD 206610 b,1,1,Radial Velocity,2009,673.2,13.4,1.5,647.10188,1659,6.12,1.55,3.22,147.192,
HD 212771 b,1,1,Radial Velocity,2009,380.7,13.3,1.194,759.6137,1253,5.27,1.56,3.31,111.155,
HD 215497 b,1,2,Radial Velocity,2009,3.93404,2.4,1.251,6.3566,1212,0.85,0.67,4.4,40.5468,
HD 215497 c,1,2,Radial Velocity,2009,567.94,12.5,1.381,104.3,1648,0.9,0.87,4.31,40.5468,
HD 240210 b,1,1,Radial Velocity,2009,501.75,12.8,1.175,1655.82,1414,25.46,0.82,2.31,372.405,
HD 290327 b,1,1,Radial Velocity,2009,2443,13.3,1.64,772.3269,1823,0.95,0.84,4.41,56.433,
HD 30562 b,1,1,Radial Velocity,2009,1157,13.7,1.249,387.7526,1437,1.61,1.12,4.07,26.1597,
HD 32518 b,1,1,Radial Velocity,2009,157.54,13.1,1.23,966.16,1429,10.22,1.13,2.1,122.115,
HD 34445 b,1,6,Radial Velocity,2009,1049,13.9,1.43,260.6206,1445,1.38,1.14,4.21,46.0907,
HD 38801 b,1,1,Radial Velocity,2009,685.25,12.5,1.464,3082.31534,2037,2.03,1.21,3.88,91.4349,
HD 40307 b,1,5,Radial Velocity,2009,4.3123,1.83,1.153,4,1203,0.72,0.77,4.47,12.9363,
HD 40307 c,1,5,Radial Velocity,2009,9.6184,2.46,0.606,6.6,1085,0.72,0.77,4.47,12.9363,
HD 40307 d,1,5,Radial Velocity,2009,20.432,3.04,0.614,9.5,1294,0.72,0.77,4.47,12.9363,
HD 4313 b,1,1,Radial Velocity,2009,356.21,13.4,1.57,612.45841,1645,5.14,1.63,3.24,136.308,
HD 63765 b,1,1,Radial Velocity,2009,358,14.2,1.02,168.4499,1315,0.83,0.65,4.41,32.5376,
HD 6718 b,1,1,Radial Velocity,2009,2496,13.5,1.58,533.9544,2101,0.95,1.08,4.51,51.3444,
HD 85390 b,1,1,Radial Velocity,2009,799.52,6.16,1.33,31.46517,1710,0.8,0.76,4.41,33.5225,
HD 86226 b,1,2,Radial Velocity,2009,1628,14.3,1.4,143.0235,1856,1.05,1.02,4.4,45.683,
HD 86264 b,1,1,Radial Velocity,2009,1475,12.7,1.18,2224.81,1003,1.88,1.42,4.02,67.8107,
HD 8673 b,2,1,Radial Velocity,2009,1634,12.3,1.067,4513,1161,1.5,1.28,4.19,37.8619,
HD 87883 b,1,1,Radial Velocity,2009,2754,13.5,1.286,489.4582,1518,0.79,0.66,4.47,18.2912,
HD 89307 b,1,1,Radial Velocity,2009,2166,13.4,0.903,670.6213,1054,1.1,1.27,4.46,32.0104,
HD 90156 b,1,1,Radial Velocity,2009,49.77,4.43,1.117,17.98,853,0.92,0.84,4.48,21.9496,6.42
HD 9446 b,1,2,Radial Velocity,2009,30.052,14,0.8,222.472,955,1,1,4.53,50.3503,
HD 9446 c,1,2,Radial Velocity,2009,192.9,13.4,0.765,578.426,835,1,1,4.53,50.3503,
HD 95089 b,1,2,Radial Velocity,2009,464.4,13.7,0.912,400.4658,1025,5.08,1.54,3.24,136.957,
HD 96167 b,2,1,Radial Velocity,2009,498.04,14,1.13,227.88411,,1.94,1.27,3.99,85.3006,
HIP 14810 d,1,3,Radial Velocity,2009,981.8,14.1,1.41,187.5197,1553,1.07,1.01,4.22,50.48,
HIP 5158 b,1,2,Radial Velocity,2009,345.72,13.6,1.382,451,1834,0.75,0.78,4.37,51.6026,
HIP 70849 b,2,1,Radial Velocity,2009,17337.5,12.5,1.34,2860,1312,0.63,0.63,4.62,24.0572,
HIP 79431 b,1,1,Radial Velocity,2009,111.7,13.4,1.067,667.415,1625,0.48,0.49,4.76,14.5324,
Kepler-4 b,1,1,Transit,2009,3.21346,4.002,1.251,24.472,1367,1.49,1.22,4.17,487.916,
Kepler-5 b,1,1,Transit,2009,3.5484657,15.984,1.688,670.93913,1902,1.79,1.37,3.96,899.777,
Kepler-6 b,1,1,Transit,2009,3.2346996,14.617,1.139,212.31044,1413,1.39,1.21,4.24,587.039,12.71
Kepler-7 b,1,1,Transit,2009,4.8854892,18.181,1.095,140.16303,1721,1.97,1.36,3.98,922.562,
MOA-2008-BLG-310L b,1,1,Microlensing,2009,,5.18,1.126,23.4,1128,,0.21,,7700,
OGLE-2007-BLG-368L b,1,1,Microlensing,2009,,4.72,1.1,20,176,,0.64,,5900,
WASP-13 b,1,1,Transit,2009,4.35301,13.675,0.998,114.4188,713,1.37,0.72,4.06,227.537,
WASP-15 b,1,1,Transit,2009,3.7521,15.805,1.153,171.6282,1528,1.48,1.18,4.35,282.091,
WASP-16 b,1,1,Transit,2009,3.1186,13.675,1.195,394.1092,1226,1.14,1.78,4.49,194.134,
WASP-17 b,1,1,Transit,2009,3.73543,20.961,1.055,247.9074,1237,1.49,2.28,4.2,405.908,
WASP-18 b,2,2,Transit,2009,0.94124,13.35,1.207,3314.82,1398,1.23,1.22,4.37,123.483,
WASP-19 b,1,1,Transit,2009,0.78883899,15.603,1.679,339.76027,1793,1,0.9,4.45,268.325,
WASP-6 b,1,1,Transit,2009,3.36101,11.545,1.501,117.5971,1634,0.73,0.55,4.6,197.119,
gam 1 Leo b,2,1,Radial Velocity,2009,428.5,12.5,1.411,2790.43,1998,31.88,1.23,1.66,39.8883,
24 Sex b,1,2,Radial Velocity,2010,452.8,13.4,1.685,632.46,2193,4.9,1.54,3.5,72.0691,
24 Sex c,1,2,Radial Velocity,2010,883,13.9,1.232,273.32,1741,4.9,1.54,3.5,72.0691,
2MASS J04414489+2301513 b,1,1,Imaging,2010,,12.6,0.945,2383.6,1296,0.23,0.02,5.01,120.423987,
CoRoT-10 b,1,1,Transit,2010,13.2406,10.87,0.563,874,1084,0.79,0.89,4.65,338.386,
CoRoT-11 b,1,1,Transit,2010,2.99433,16.03,1.384,740.51,2730,1.37,1.27,4.22,655.037,
CoRoT-12 b,1,1,Transit,2010,2.828042,16.14,1.024,291.438,587,1.12,1.08,4.38,1126.37,41.72
CoRoT-13 b,1,1,Transit,2010,4.03519,9.92,0.722,415.704,739,1.01,1.09,4.46,1148.93,48.73
CoRoT-14 b,1,1,Transit,2010,1.51214,12.22,0.873,2415.4,1324,1.21,1.13,4.35,1744.6,
CoRoT-8 b,1,1,Transit,2010,6.21229,6.39,1.236,69.92,1746,0.77,0.88,4.58,322.037,
GJ 1148 b,1,2,Radial Velocity,2010,41.38,11.9,6.9,96.7,,0.36,0.34,4.87,11.0143,
GJ 3634 b,1,1,Radial Velocity,2010,2.64561,2.83,1.21,8.4,,0.43,0.45,4.78,20.3779,
GJ 676 A b,2,4,Radial Velocity,2010,1056.80005,12.7,1.23,2129.461,,0.69,0.73,4.62,16.0272,
GJ 876 e,1,4,Radial Velocity,2010,124.26,3.92,0.328,14.6,,0.3,0.32,4.87,4.67517,
GSC 06214-00210 b,1,1,Imaging,2010,,20.176,0.308,5000,,0.9,0.9,4.37,108.5,
HAT-P-14 b,2,1,Transit,2010,4.62767,15.917,0.481,1093.3352,,1.82,2.65,4.25,222.663,
HAT-P-15 b,1,1,Transit,2010,10.8635,11.882,0.468,616.5902,,1.07,1,4.38,192.516,
HAT-P-16 b,3,1,Transit,2010,2.77596,14.448,0.438,1332.605,,1.24,1.22,4.34,226.637,
HAT-P-17 b,1,2,Transit,2010,10.33852,11.769,0.838,184.3414,,0.87,0.99,4.53,92.3831,
HAT-P-17 c,1,2,Radial Velocity,2010,5584,13.1,0.949,1080.6,,0.84,0.92,4.55,92.3831,
HAT-P-18 b,1,1,Transit,2010,5.508023,11.153,0.756,62.61,,0.75,0.77,4.57,161.4,
HAT-P-19 b,1,1,Transit,2010,4.008778,12.689,1.27,92.802,,0.82,0.84,4.54,202.078,12.3
HAT-P-20 b,1,1,Transit,2010,2.875317,9.718,1.15,2302.899,,0.69,0.76,4.63,71.0374,
HAT-P-21 b,1,1,Transit,2010,4.12448,12.442,1.12,1547.8321,,1.21,1.24,4.33,277.278,
HAT-P-22 b,2,1,Transit,2010,3.21222,12.89,1.21,785.0401,,1.11,1.13,4.36,81.7647,
HAT-P-23 b,1,1,Transit,2010,1.21288,12.218,0.369,425.8922,,0.96,0.58,4.33,364.813,
HAT-P-24 b,2,1,Transit,2010,3.35524,14.572,1.17,238.3725,,1.38,1.37,4.27,415.344,
HAT-P-25 b,1,1,Transit,2010,3.65281514,12.722,1.23,180.84527,,0.92,1.01,4.52,300.384,
HAT-P-26 b,1,1,Transit,2010,4.23452,7.062,0.52,22.2481,,0.87,1.12,4.56,141.837,
HD 10180 c,1,6,Radial Velocity,2010,5.75969,3.68,1.26,13.1,,1.11,1.06,4.39,38.9607,
HD 10180 d,1,6,Radial Velocity,2010,16.357,3.45,1.19,11.75,,1.11,1.06,4.39,38.9607,
HD 10180 e,1,6,Radial Velocity,2010,49.748,5.39,0.299,25.1,,1.11,1.06,4.39,38.9607,
HD 10180 f,1,6,Radial Velocity,2010,122.744,5.24,0.729,23.9,,1.11,1.06,4.39,38.9607,34.7
HD 10180 g,1,6,Radial Velocity,2010,604.67,4.91,1.21,21.4,,1.11,1.06,4.39,38.9607,
HD 10180 h,1,6,Radial Velocity,2010,2205,9.4,1.12,64.4,,1.11,1.06,4.39,38.9607,
HD 102365 b,2,1,Radial Velocity,2010,122.1,4.14,1.13,16,,0.95,0.85,4.57,9.2894,
HD 102956 b,2,1,Radial Velocity,2010,6.4947,13.8,1.11,305.1168,,4.55,1.66,3.38,121.89,
HD 109246 b,1,1,Radial Velocity,2010,68.27,13.9,0.218,273.3338,1153,1.07,1.2,4.46,67.8349,
HD 113538 b,1,2,Radial Velocity,2010,663.2,13.2,0.388,114.41,886,0.53,0.58,3.79,16.2817,
HD 113538 c,1,2,Radial Velocity,2010,1818,13.8,1.23,295.57,,0.53,0.58,3.79,16.2817,
HD 145457 b,1,1,Radial Velocity,2010,176.3,13.3,1.11,708.7609,,10.52,1.23,2.48,135.292,
HD 1461 b,1,2,Radial Velocity,2010,5.77152,2.42,1.11,6.44,1800,1.15,1.02,4.38,23.4534,
HD 156668 b,1,2,Radial Velocity,2010,4.6455,1.87,1.13,4.15,,0.72,0.77,4.6,24.3323,
HD 163607 b,1,2,Radial Velocity,2010,75.2203,13.9,0.856,249.05159,,1.76,1.12,3.97,67.7855,
HD 163607 c,1,2,Radial Velocity,2010,1272,13.3,0.42,699.54383,,1.76,1.12,3.97,67.7855,
HD 164509 b,2,1,Radial Velocity,2010,280.17,14.3,0.973,140.79869,890,1.11,1.12,4.44,53.1119,
HD 1690 b,1,1,Radial Velocity,2010,533,12.5,0.144,2793.7257,1099,21.66,1.86,2.04,752.615,
HD 177830 c,2,2,Radial Velocity,2010,110.9,7.87,0.185,47.6725,932,2.62,1.47,3.65,62.7674,
