pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim
Kepler-322 c,Kepler-322,1,2,Transit,2014,Kepler,4.337234,0.000009,-0.000009,0,1.67,0.18,-0.18,0,3.43,,,0,203.41,4.01,-3.94,0,996,,,0,0,5388,100,-100,0,0.89,0.1,-0.1,0,0.92,0.03,-0.03,0,4.5,0.15,-0.15,0
Kepler-323 b,Kepler-323,1,2,Transit,2014,Kepler,1.678327,0.000003,-0.000003,0,1.43,0.28,-0.28,0,684.4,494.2,-293.5,0,1774.33,61.47,-59.15,0,1659,,,0,0,5987,150,-150,0,1.18,0.23,-0.23,0,1.09,0.05,-0.05,0,4.31,0.15,-0.15,0
Kepler-323 c,Kepler-323,1,2,Transit,2014,Kepler,3.553822,0.000008,-0.000008,0,1.63,0.32,-0.32,0,79.7,129.6,-72.7,0,650.01,22.52,-21.67,0,1292,,,0,0,5987,150,-150,0,1.18,0.23,-0.23,0,1.09,0.05,-0.05,0,4.31,0.15,-0.15,0
Kepler-324 b,Kepler-324,1,3,Transit,2014,Kepler,4.385315,0.000025,-0.000025,0,1.14,0.11,-0.11,0,1.55,,,0,194.34,5.33,-5.2,0,935,,,0,0,5194,100,-100,0,0.84,0.07,-0.07,0,0.87,0.03,-0.03,0,4.53,0.15,-0.15,0
Kepler-324 c,Kepler-324,1,3,Transit,2014,Kepler,51.805612,0.000314,-0.000314,0,3.15,0.33,-0.33,0,10.1,,,0,7.23,0.2,-0.19,0,410,,,0,1,5194,100,-100,0,0.84,0.07,-0.07,0,0.87,0.03,-0.03,0,4.53,0.15,-0.15,0
Kepler-325 b,Kepler-325,1,3,Transit,2014,Kepler,4.544439,0.000008,-0.000008,0,2.91,1.44,-1.44,0,8.8,,,0,210.55,10.13,-9.6,0,1017,,,0,0,5752,200,-200,0,1,0.5,-0.5,0,0.92,0.05,-0.05,0,4.41,0.3,-0.3,0
Kepler-325 c,Kepler-325,1,3,Transit,2014,Kepler,12.762172,0.000064,-0.000064,0,2.54,1.26,-1.26,0,6.99,,,0,53.04,2.55,-2.42,0,721,,,0,0,5752,200,-200,0,1,0.5,-0.5,0,0.92,0.05,-0.05,0,4.41,0.3,-0.3,0
Kepler-325 d,Kepler-325,1,3,Transit,2014,Kepler,38.715185,0.00022,-0.00022,0,2.79,1.39,-1.39,0,8.2,,,0,12.08,0.58,-0.55,0,498,,,0,0,5752,200,-200,0,1,0.5,-0.5,0,0.92,0.05,-0.05,0,4.41,0.3,-0.3,0
Kepler-326 b,Kepler-326,1,3,Transit,2014,Kepler,2.248329,0.000004,-0.000004,0,1.52,0.16,-0.16,0,44.6,47.7,-33.3,0,783.45,37.65,-35.7,0,1127,,,0,0,5105,100,-100,0,0.8,0.05,-0.05,0,0.85,0.03,-0.04,0,4.56,0.15,-0.15,0
Kepler-326 c,Kepler-326,1,3,Transit,2014,Kepler,4.580358,0.00001,-0.00001,0,1.4,0.1,-0.1,0,17.4,15.4,-10.7,0,303.62,14.59,-13.84,0,889,,,0,0,5105,100,-100,0,0.8,0.05,-0.05,0,0.85,0.03,-0.04,0,4.56,0.15,-0.15,0
Kepler-326 d,Kepler-326,1,3,Transit,2014,Kepler,6.766888,0.000023,-0.000023,0,1.21,0.09,-0.09,0,6.9,8.5,-5.9,0,180.64,8.68,-8.23,0,781,,,0,0,5105,100,-100,0,0.8,0.05,-0.05,0,0.85,0.03,-0.04,0,4.56,0.15,-0.15,0
Kepler-327 b,Kepler-327,1,3,Transit,2014,Kepler,2.549575,0.000006,-0.000006,0,1.11,0.05,-0.05,0,1.41,,,0,73.06,7.46,-6.84,0,682,,,0,0,3799,100,-100,0,0.49,0.02,-0.02,0,0.59,0.02,-0.02,0,4.76,0.1,-0.1,0
Kepler-327 c,Kepler-327,1,3,Transit,2014,Kepler,5.212333,0.000019,-0.000019,0,1.03,0.05,-0.05,0,20.3,27.1,-17.7,0,28.27,2.89,-2.65,0,537,,,0,0,3799,100,-100,0,0.49,0.02,-0.02,0,0.59,0.02,-0.02,0,4.76,0.1,-0.1,0
Kepler-327 d,Kepler-327,1,3,Transit,2014,Kepler,13.969457,0.000031,-0.000031,0,1.73,0.1,-0.1,0,3.64,,,0,7.59,0.78,-0.71,0,387,,,0,0,3799,100,-100,0,0.49,0.02,-0.02,0,0.59,0.02,-0.02,0,4.76,0.1,-0.1,0
Kepler-328 b,Kepler-328,1,2,Transit,2013,Kepler,34.921,,,0,2.3,0.96,-0.23,0,28.5,12.9,-12.3,0,57.08,9.29,-7.7,0,602,,,0,1,6064,123,-123,0,1.06,0.44,-0.11,0,1.15,0.22,-0.16,0,4.44,0.05,-0.27,0
Kepler-328 c,Kepler-328,1,2,Transit,2013,Kepler,71.312,,,0,5.4,2.24,-0.54,0,39.4,13.6,-12.6,0,22.02,3.58,-2.97,0,475,,,0,1,6064,123,-123,0,1.06,0.44,-0.11,0,1.15,0.22,-0.16,0,4.44,0.05,-0.27,0
Kepler-329 b,Kepler-329,1,2,Transit,2014,Kepler,7.416397,0.000046,-0.000046,0,1.4,0.25,-0.25,0,2.54,,,0,40.69,1.65,-1.57,0,547,,,0,0,4257,200,-200,0,0.52,0.05,-0.05,0,0.6,0.01,-0.01,0,4.74,0.3,-0.3,0
Kepler-329 c,Kepler-329,1,2,Transit,2014,Kepler,18.684737,0.000089,-0.000089,0,1.93,0.29,-0.29,0,4.38,,,0,11.87,0.48,-0.46,0,402,,,0,0,4257,200,-200,0,0.52,0.05,-0.05,0,0.6,0.01,-0.01,0,4.74,0.3,-0.3,0
Kepler-33 b,Kepler-33,1,5,Transit,2011,Kepler,5.66793,0.00012,-0.00012,0,1.74,0.18,-0.18,0,3.68,,,0,744.01,31.9,-30.45,0,1336,,,0,1,5904,47,-47,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0,4.03,0.06,-0.06,0
Kepler-33 c,Kepler-33,1,5,Transit,2011,Kepler,13.17562,0.00014,-0.00014,0,3.2,0.3,-0.3,0,0.39,1.24,-0.32,0,241.76,10.37,-9.9,0,1009,,,0,1,5904,47,-47,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0,4.03,0.06,-0.06,0
Kepler-33 d,Kepler-33,1,5,Transit,2011,Kepler,21.77596,0.00011,-0.00011,0,5.35,0.49,-0.49,0,3.91,1.87,-1.8,0,123.69,5.3,-5.06,0,853,,,0,1,5904,47,-47,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0,4.03,0.06,-0.06,0
Kepler-33 e,Kepler-33,1,5,Transit,2011,Kepler,31.7844,0.00039,-0.00039,0,4.02,0.38,-0.38,0,5.57,1.16,-1.07,0,74.72,3.2,-3.06,0,752,,,0,1,5904,47,-47,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0,4.03,0.06,-0.06,0
Kepler-33 f,Kepler-33,1,5,Transit,2011,Kepler,41.02902,0.00042,-0.00042,0,4.46,0.41,-0.41,0,9.6,1.7,-1.8,0,53.18,2.28,-2.18,0,691,,,0,1,5904,47,-47,0,1.82,0.14,-0.18,0,1.29,0.06,-0.12,0,4.03,0.06,-0.06,0
Kepler-330 b,Kepler-330,1,2,Transit,2014,Kepler,8.25978,0.000076,-0.000076,0,1.35,0.53,-0.53,0,2.39,,,0,66.58,3.21,-3.05,0,714,,,0,0,5117,200,-200,0,0.72,0.27,-0.27,0,0.79,0.03,-0.03,0,4.64,0.3,-0.3,0
Kepler-330 c,Kepler-330,1,2,Transit,2014,Kepler,15.955387,0.000076,-0.000076,0,1.95,0.72,-0.72,0,4.46,,,0,27.68,1.33,-1.27,0,573,,,0,0,5117,200,-200,0,0.72,0.27,-0.27,0,0.79,0.03,-0.03,0,4.64,0.3,-0.3,0
Kepler-331 b,Kepler-331,1,3,Transit,2014,Kepler,8.457496,0.000024,-0.000024,0,1.82,0.19,-0.19,0,3.97,,,0,35.98,1.97,-1.85,0,540,,,0,0,4347,200,-200,0,0.49,0.05,-0.05,0,0.65,0.01,-0.01,0,4.77,0.3,-0.3,0
Kepler-331 c,Kepler-331,1,3,Transit,2014,Kepler,17.28111,0.000064,-0.000064,0,1.84,0.19,-0.19,0,4.04,,,0,13.89,0.76,-0.72,0,425,,,0,0,4347,200,-200,0,0.49,0.05,-0.05,0,0.65,0.01,-0.01,0,4.77,0.3,-0.3,0
Kepler-331 d,Kepler-331,1,3,Transit,2014,Kepler,32.134328,0.000216,-0.000216,0,1.64,0.17,-0.17,0,3.33,,,0,6.07,0.33,-0.31,0,346,,,0,0,4347,200,-200,0,0.49,0.05,-0.05,0,0.65,0.01,-0.01,0,4.77,0.3,-0.3,0
Kepler-332 b,Kepler-332,1,3,Transit,2014,Kepler,7.626324,0.000028,-0.000028,0,1.17,0.08,-0.08,0,1.71,,,0,53.71,1.06,-1.04,0,703,,,0,0,4955,100,-100,0,0.72,0.04,-0.04,0,0.8,0.03,-0.03,0,4.61,0.15,-0.15,0
Kepler-332 c,Kepler-332,1,3,Transit,2014,Kepler,15.995622,0.000108,-0.000108,0,1.09,0.08,-0.08,0,1.32,,,0,19.99,0.39,-0.39,0,550,,,0,0,4955,100,-100,0,0.72,0.04,-0.04,0,0.8,0.03,-0.03,0,4.61,0.15,-0.15,0
Kepler-332 d,Kepler-332,1,3,Transit,2014,Kepler,34.21154,0.000326,-0.000326,0,1.18,0.08,-0.08,0,1.76,,,0,7.25,0.14,-0.14,0,427,,,0,0,4955,100,-100,0,0.72,0.04,-0.04,0,0.8,0.03,-0.03,0,4.61,0.15,-0.15,0
Kepler-333 b,Kepler-333,2,2,Transit,2014,Kepler,12.551158,0.000044,-0.000044,0,1.32,0.16,-0.16,0,28.2,29,-24.1,0,16.82,0.45,-0.44,0,480,,,0,0,4259,200,-200,0,0.53,0.05,-0.05,0,0.6,0.01,-0.01,0,4.73,0.3,-0.3,0
Kepler-333 c,Kepler-333,2,2,Transit,2014,Kepler,24.08821,0.000207,-0.000207,0,1.11,0.2,-0.2,0,1.41,,,0,7.05,0.19,-0.18,0,386,,,0,0,4259,200,-200,0,0.53,0.05,-0.05,0,0.6,0.01,-0.01,0,4.73,0.3,-0.3,0
Kepler-334 b,Kepler-334,1,3,Transit,2014,Kepler,5.470319,0.000021,-0.000021,0,1.12,0.21,-0.21,0,1.46,,,0,300.98,7.27,-7.11,0,1090,,,0,0,5828,100,-100,0,1.07,0.19,-0.19,0,1.07,0.04,-0.04,0,4.38,0.15,-0.15,0
Kepler-334 c,Kepler-334,1,3,Transit,2014,Kepler,12.758005,0.000055,-0.000055,0,1.43,0.26,-0.26,0,2.63,,,0,97.21,2.35,-2.3,0,822,,,0,0,5828,100,-100,0,1.07,0.19,-0.19,0,1.07,0.04,-0.04,0,4.38,0.15,-0.15,0
Kepler-334 d,Kepler-334,1,3,Transit,2014,Kepler,25.09849,0.000142,-0.000142,0,1.41,0.26,-0.26,0,2.57,,,0,39.48,0.95,-0.93,0,656,,,0,0,5828,100,-100,0,1.07,0.19,-0.19,0,1.07,0.04,-0.04,0,4.38,0.15,-0.15,0
Kepler-335 b,Kepler-335,1,2,Transit,2014,Kepler,6.562331,0.000031,-0.000031,0,3.39,0.67,-0.67,0,11.4,,,0,721.12,35.31,-33.35,0,1290,,,0,0,5877,112,-112,0,1.85,0.35,-0.35,0,1.03,0.06,-0.06,0,4.02,0.16,-0.16,0
Kepler-335 c,Kepler-335,1,2,Transit,2014,Kepler,67.844469,0.001423,-0.001423,0,3.07,0.66,-0.66,0,9.64,,,0,32.03,1.57,-1.48,0,592,,,0,0,5877,112,-112,0,1.85,0.35,-0.35,0,1.02,0.12,-0.12,0,4.02,0.16,-0.16,0
Kepler-336 b,Kepler-336,1,3,Transit,2014,Kepler,2.024823,0.000017,-0.000017,0,1.02,0.19,-0.19,0,1.04,,,0,1652.5,765.44,-595.79,0,1625,,,0,0,5867,100,-100,0,1.3,0.23,-0.23,0,1.09,0.06,-0.04,0,4.26,0.15,-0.15,0
Kepler-336 c,Kepler-336,1,3,Transit,2014,Kepler,9.600001,0.000035,-0.000035,0,2.1,0.37,-0.37,0,5.06,,,0,206.91,95.83,-74.6,0,967,,,0,0,5867,100,-100,0,1.3,0.23,-0.23,0,1.09,0.06,-0.04,0,4.26,0.15,-0.15,0
Kepler-336 d,Kepler-336,1,3,Transit,2014,Kepler,20.678772,0.000102,-0.000102,0,2.37,0.48,-0.48,0,6.21,,,0,74.36,34.44,-26.81,0,749,,,0,0,5867,100,-100,0,1.3,0.23,-0.23,0,1.09,0.06,-0.04,0,4.26,0.15,-0.15,0
Kepler-337 b,Kepler-337,1,2,Transit,2014,Kepler,3.292781,0.000019,-0.000019,0,1.54,0.43,-0.43,0,2.99,,,0,1589.01,49.9,-48.38,0,1458,,,0,0,5684,175,-175,0,1.76,0.48,-0.48,0,1.05,0.08,-0.05,0,4,0.25,-0.25,0
Kepler-337 c,Kepler-337,1,2,Transit,2014,Kepler,9.693201,0.000047,-0.000047,0,2.05,0.57,-0.57,0,4.86,,,0,376.21,11.81,-11.46,0,1017,,,0,0,5684,175,-175,0,1.76,0.48,-0.48,0,1.05,0.08,-0.05,0,4,0.25,-0.25,0
Kepler-338 b,Kepler-338,1,4,Transit,2014,Kepler,13.726976,0.000059,-0.000059,0,2.44,0.13,-0.13,0,30.6,24.2,-21.1,0,256.61,8.11,-7.88,0,1005,,,0,1,5923,77,-77,0,1.74,0.08,-0.08,0,1.2,0.06,-0.04,0,4.02,0.07,-0.07,0
Kepler-338 c,Kepler-338,1,4,Transit,2014,Kepler,24.310856,0.000158,-0.000158,0,2.34,0.12,-0.12,0,6.08,,,0,119.65,3.78,-3.68,0,831,,,0,0,5923,77,-77,0,1.74,0.08,-0.08,0,1.2,0.06,-0.04,0,4.02,0.07,-0.07,0
Kepler-338 d,Kepler-338,1,4,Transit,2014,Kepler,44.431014,0.000368,-0.000368,0,3,0.28,-0.28,0,9.27,,,0,53.56,1.69,-1.65,0,680,,,0,0,5923,77,-77,0,1.74,0.08,-0.08,0,1.2,0.06,-0.04,0,4.02,0.07,-0.07,0
Kepler-338 e,Kepler-338,1,4,Transit Timing Variations,2014,Kepler,9.341,,,0,1.56,0.07,-0.07,0,8.5,7.2,-6.3,0,428.52,13.54,-13.17,0,1143,,,0,1,5999,56.42,-52.55,0,1.74,,,0,1.14,,,0,4.02,0.03,-0.03,0
Kepler-339 b,Kepler-339,1,3,Transit,2014,Kepler,4.977656,0.000019,-0.000019,0,1.42,0.66,-0.66,0,2.6,,,0,159.94,6.76,-6.45,0,1023,,,0,0,5631,200,-200,0,0.8,0.36,-0.36,0,0.93,0.04,-0.04,0,4.59,0.3,-0.3,0
Kepler-339 c,Kepler-339,1,3,Transit,2014,Kepler,6.988055,0.000053,-0.000053,0,1.15,0.52,-0.52,0,7.3,7.8,-6.2,0,101.84,4.3,-4.11,0,914,,,0,0,5631,200,-200,0,0.8,0.36,-0.36,0,0.93,0.04,-0.04,0,4.59,0.3,-0.3,0
Kepler-339 d,Kepler-339,1,3,Transit,2014,Kepler,10.558345,0.000081,-0.000081,0,1.17,0.53,-0.53,0,14.7,14.1,-10,0,58.65,2.48,-2.36,0,796,,,0,0,5631,200,-200,0,0.8,0.36,-0.36,0,0.93,0.04,-0.04,0,4.59,0.3,-0.3,0
Kepler-34 b,Kepler-34,2,1,Transit,2011,Kepler,288.822,0.063,-0.081,0,8.564,0.135,-0.157,0,69.92,3.496,-3.178,0,,,,,,,,,1,5913,130,-130,0,1.16,0,0,0,1.05,0,0,0,4.33,0,0,0
Kepler-340 b,Kepler-340,1,2,Transit,2014,Kepler,14.844387,0.000473,-0.000473,0,2.53,0.6,-0.6,0,6.94,,,0,274.32,14.08,-13.23,0,1092,,,0,0,6620,376,-376,0,1.85,0.42,-0.42,0,1.65,0.1,-0.08,0,4.06,0.15,-0.15,0
Kepler-340 c,Kepler-340,1,2,Transit,2014,Kepler,22.824669,0.000481,-0.000481,0,3.37,0.77,-0.77,0,11.3,,,0,154.65,7.94,-7.46,0,946,,,0,0,6620,376,-376,0,1.85,0.42,-0.42,0,1.65,0.1,-0.08,0,4.06,0.15,-0.15,0
Kepler-341 b,Kepler-341,1,4,Transit,2014,Kepler,5.195528,0.000053,-0.000053,0,1.18,0.62,-0.62,0,1.76,,,0,422.1,19.46,-18.49,0,1085,,,0,0,6012,200,-200,0,1.02,0.52,-0.52,0,1,0.05,-0.05,0,4.44,0.3,-0.3,0
Kepler-341 c,Kepler-341,1,4,Transit,2014,Kepler,8.01041,0.000049,-0.000049,0,1.7,0.86,-0.86,0,3.53,,,0,237.43,10.95,-10.4,0,940,,,0,0,6012,200,-200,0,1.02,0.52,-0.52,0,1,0.05,-0.05,0,4.44,0.3,-0.3,0
Kepler-341 d,Kepler-341,1,4,Transit,2014,Kepler,27.666313,0.000297,-0.000297,0,1.85,0.94,-0.94,0,4.08,,,0,45.42,2.09,-1.99,0,622,,,0,0,6012,200,-200,0,1.02,0.52,-0.52,0,1,0.05,-0.05,0,4.44,0.3,-0.3,0
Kepler-341 e,Kepler-341,1,4,Transit,2014,Kepler,42.473269,0.000633,-0.000633,0,1.99,1.03,-1.03,0,4.62,,,0,25.67,1.18,-1.12,0,539,,,0,0,6012,200,-200,0,1.02,0.52,-0.52,0,1,0.05,-0.05,0,4.44,0.3,-0.3,0
Kepler-342 b,Kepler-342,1,4,Transit,2014,Kepler,15.170318,0.000059,-0.000059,0,2.25,0.4,-0.4,0,5.69,,,0,160.26,5.06,-4.91,0,905,,,0,0,6175,100,-100,0,1.47,0.26,-0.26,0,1.26,0.05,-0.04,0,4.19,0.15,-0.15,0
Kepler-342 c,Kepler-342,1,4,Transit,2014,Kepler,26.234138,0.000163,-0.000163,0,1.96,0.35,-0.35,0,4.5,,,0,77.29,2.44,-2.37,0,754,,,0,1,6175,100,-100,0,1.47,0.26,-0.26,0,1.26,0.05,-0.04,0,4.19,0.15,-0.15,0
Kepler-342 d,Kepler-342,1,4,Transit,2014,Kepler,39.459357,0.000375,-0.000375,0,2.49,0.48,-0.48,0,6.76,,,0,44.83,1.42,-1.37,0,658,,,0,1,6175,100,-100,0,1.47,0.26,-0.26,0,1.26,0.05,-0.04,0,4.19,0.15,-0.15,0
Kepler-342 e,Kepler-342,1,4,Transit,2016,Kepler,1.64422461,0.00000621,-0.00000621,0,0.88,0.08,-0.06,0,0.615,,,0,3111.32,98.18,-95.25,0,1897,,,0,0,6366,76.03,-66.63,0,1.34,0.12,-0.08,0,1.26,0.05,-0.04,0,4.28,0.05,-0.06,0
Kepler-343 b,Kepler-343,1,2,Transit,2014,Kepler,8.96855,0.000058,-0.000058,0,2.41,0.51,-0.51,0,6.39,,,0,206.07,10.12,-9.6,0,1024,,,0,0,5807,100,-100,0,1.43,0.26,-0.26,0,1.08,0.07,-0.04,0,4.18,0.15,-0.15,0
Kepler-343 c,Kepler-343,1,2,Transit,2014,Kepler,23.22182,0.000234,-0.000234,0,2.02,0.38,-0.38,0,4.74,,,0,57.93,2.85,-2.7,0,746,,,0,0,5807,100,-100,0,1.43,0.26,-0.26,0,1.08,0.07,-0.04,0,4.18,0.15,-0.15,0
Kepler-344 b,Kepler-344,1,2,Transit,2014,Kepler,21.963945,0.000108,-0.000108,0,2.61,1.22,-1.22,0,7.32,,,0,27.33,2.19,-2.01,0,643,,,0,0,5774,200,-200,0,0.98,0.45,-0.45,0,0.93,0.04,-0.05,0,4.45,0.3,-0.3,0
Kepler-344 c,Kepler-344,1,2,Transit,2014,Kepler,125.596809,0.001728,-0.001728,0,2.95,1.38,-1.38,0,9.01,,,0,2.67,0.21,-0.2,0,360,,,0,0,5774,200,-200,0,0.98,0.45,-0.45,0,0.93,0.04,-0.05,0,4.45,0.3,-0.3,0
Kepler-345 b,Kepler-345,1,2,Transit,2014,Kepler,7.415563,0.000054,-0.000054,0,0.74,0.06,-0.06,0,0.5,0.3,-0.3,0,35.37,8.57,-4.73,0,622,,,0,0,4504,100,-100,0,0.62,0.03,-0.03,0,0.61,0.01,-0.01,0,4.68,0.15,-0.15,0
Kepler-345 c,Kepler-345,1,2,Transit,2014,Kepler,9.387427,0.000028,-0.000028,0,1.2,0.07,-0.07,0,2.2,0.9,-0.9,0,25.83,6.25,-3.46,0,575,,,0,0,4504,100,-100,0,0.62,0.03,-0.03,0,0.61,0.01,-0.01,0,4.68,0.15,-0.15,0
Kepler-346 b,Kepler-346,1,2,Transit,2014,Kepler,6.511127,0.000017,-0.000017,0,2.66,1.24,-1.24,0,7.56,,,0,134.36,8.65,-8.05,0,1008,,,0,0,6033,200,-200,0,1.02,0.48,-0.48,0,0.95,0.04,-0.05,0,4.46,0.3,-0.3,0
Kepler-346 c,Kepler-346,1,2,Transit,2014,Kepler,23.851549,0.000098,-0.000098,0,3.07,1.46,-1.46,0,9.64,,,0,23.81,1.53,-1.43,0,654,,,0,0,6033,200,-200,0,1.02,0.48,-0.48,0,0.95,0.04,-0.05,0,4.46,0.3,-0.3,0
Kepler-347 b,Kepler-347,1,2,Transit,2014,Kepler,12.79836,0.000106,-0.000106,0,1.97,0.94,-0.94,0,4.54,,,0,180.55,9.41,-8.89,0,908,,,0,0,6088,200,-200,0,1,0.46,-0.46,0,1.05,0.06,-0.06,0,4.47,0.3,-0.3,0
Kepler-347 c,Kepler-347,1,2,Transit,2014,Kepler,27.320871,0.000457,-0.000457,0,1.75,0.84,-0.84,0,3.71,,,0,65.71,3.42,-3.23,0,705,,,0,0,6088,200,-200,0,1,0.46,-0.46,0,1.05,0.06,-0.06,0,4.47,0.3,-0.3,0
Kepler-348 b,Kepler-348,1,2,Transit,2014,Kepler,7.05677,0.000031,-0.000031,0,1.52,0.29,-0.29,0,2.92,,,0,438.94,15.24,-14.68,0,1196,,,0,0,6177,100,-100,0,1.36,0.25,-0.25,0,1.27,0.06,-0.05,0,4.24,0.15,-0.15,0
Kepler-348 c,Kepler-348,1,2,Transit,2014,Kepler,17.265427,0.000179,-0.000179,0,1.33,0.25,-0.25,0,2.33,,,0,133.26,4.63,-4.46,0,888,,,0,0,6177,100,-100,0,1.36,0.25,-0.25,0,1.27,0.06,-0.05,0,4.24,0.15,-0.15,0
Kepler-349 b,Kepler-349,1,2,Transit,2014,Kepler,5.929778,0.00002,-0.00002,0,1.9,0.72,-0.72,0,94.5,70.8,-60.3,0,248.27,12.61,-11.94,0,972,,,0,0,5956,200,-200,0,0.93,0.35,-0.35,0,1.02,0.05,-0.05,0,4.52,0.3,-0.3,0
Kepler-349 c,Kepler-349,1,2,Transit,2014,Kepler,12.247629,0.000063,-0.000063,0,1.96,0.74,-0.74,0,4.5,,,0,94.49,4.8,-4.54,0,763,,,0,0,5956,200,-200,0,0.93,0.35,-0.35,0,1.02,0.05,-0.05,0,4.52,0.3,-0.3,0
Kepler-35 b,Kepler-35,2,1,Transit,2011,Kepler,131.458,0.077,-0.105,0,8.16,0.157,-0.157,0,40.363,6.356,-6.356,0,,,,,,,,,1,5606,150,-150,0,1.03,0,0,0,0.89,0.01,-0.01,0,4.36,0,0,0
Kepler-350 b,Kepler-350,1,3,Transit,2014,Kepler,11.189562,0.000119,-0.000119,0,1.85,0.38,-0.38,0,4.08,,,0,257.72,12.68,-11.97,0,1037,,,0,0,6186,100,-100,0,1.53,0.31,-0.31,0,1.19,0.12,-0.07,0,4.15,0.17,-0.17,0
Kepler-350 c,Kepler-350,1,3,Transit,2013,Kepler,17.849,,,0,3.1,1.42,-0.6,0,6.1,3.3,-3.2,0,138.41,6.81,-6.43,0,888,,,0,1,6492.3,30.19,-30.19,0,1.25,0.57,-0.24,0,1,0.2,-0.12,0,4.24,0.18,-0.25,0
Kepler-350 d,Kepler-350,1,3,Transit,2013,Kepler,26.136,,,0,2.8,1.28,-0.54,0,14.9,5.3,-4.7,0,83.24,4.1,-3.87,0,782,,,0,1,6492.3,30.19,-30.19,0,1.25,0.57,-0.24,0,1,0.2,-0.12,0,4.24,0.18,-0.25,0
Kepler-351 b,Kepler-351,1,3,Transit,2014,Kepler,37.054919,0.000484,-0.000484,0,3.06,1.55,-1.55,0,4.8,5.7,-4.7,0,11.98,1.22,-1.09,0,498,,,0,0,5643,200,-200,0,0.85,0.41,-0.41,0,0.81,0.05,-0.06,0,4.56,0.3,-0.3,0
Kepler-351 c,Kepler-351,1,3,Transit,2014,Kepler,57.24809,0.000599,-0.000599,0,3.19,1.55,-1.55,0,11.1,9.9,-7.6,0,6.71,0.68,-0.61,0,431,,,0,0,5643,200,-200,0,0.85,0.41,-0.41,0,0.81,0.05,-0.06,0,4.56,0.3,-0.3,0
Kepler-351 d,Kepler-351,1,3,Transit,2016,Kepler,142.544247,0.002303,-0.002303,0,2.72,0.19,-0.3,0,7.85,,,0,1.99,0.2,-0.18,0,318,,,0,0,5225,61.31,-57.95,0,0.78,0.05,-0.07,0,0.81,0.05,-0.06,0,4.58,0.04,-0.06,0
Kepler-352 b,Kepler-352,1,2,Transit,2014,Kepler,10.05537,0.000194,-0.000194,0,0.86,0.08,-0.08,0,0.566,,,0,50.39,1.2,-1.18,0,694,,,0,0,5212,100,-100,0,0.78,0.05,-0.05,0,0.83,0.02,-0.02,0,4.57,0.15,-0.15,0
Kepler-352 c,Kepler-352,1,2,Transit,2014,Kepler,16.332995,0.000272,-0.000272,0,1.24,0.1,-0.1,0,2.07,,,0,26.37,0.63,-0.62,0,591,,,0,0,5212,100,-100,0,0.78,0.05,-0.05,0,0.83,0.02,-0.02,0,4.57,0.15,-0.15,0
Kepler-353 b,Kepler-353,2,2,Transit,2014,Kepler,5.795278,0.000055,-0.000055,0,0.89,0.06,-0.06,0,0.64,,,0,27.19,2.81,-2.58,0,534,,,0,0,3903,100,-100,0,0.5,0.02,-0.02,0,0.55,0.01,-0.01,0,4.75,0.1,-0.1,0
Kepler-353 c,Kepler-353,2,2,Transit,2014,Kepler,8.410894,0.000039,-0.000039,0,1.38,0.07,-0.07,0,2.48,,,0,16.56,1.71,-1.57,0,472,,,0,0,3903,100,-100,0,0.5,0.02,-0.02,0,0.55,0.01,-0.01,0,4.75,0.1,-0.1,0
Kepler-354 b,Kepler-354,1,3,Transit,2014,Kepler,5.47666,0.000024,-0.000024,0,1.84,0.58,-0.58,0,4.04,,,0,64.84,2.66,-2.54,0,741,,,0,0,4648,200,-200,0,0.67,0.21,-0.21,0,0.65,0.02,-0.02,0,4.63,0.3,-0.3,0
Kepler-354 c,Kepler-354,1,3,Transit,2014,Kepler,16.934402,0.000228,-0.000228,0,1.31,0.42,-0.42,0,2.27,,,0,14.4,0.59,-0.56,0,508,,,0,0,4648,200,-200,0,0.67,0.21,-0.21,0,0.73,0.03,-0.04,0,4.63,0.3,-0.3,0
Kepler-354 d,Kepler-354,1,3,Transit,2014,Kepler,24.209842,0.000403,-0.000403,0,1.24,0.4,-0.4,0,2.07,,,0,8.95,0.37,-0.35,0,451,,,0,0,4648,200,-200,0,0.67,0.21,-0.21,0,0.65,0.02,-0.02,0,4.63,0.3,-0.3,0
Kepler-355 b,Kepler-355,1,2,Transit,2014,Kepler,11.03189,0.000338,-0.000338,0,1.46,0.66,-0.66,0,2.73,,,0,154.8,12.39,-11.33,0,840,,,0,0,6184,250,-250,0,1.07,0.48,-0.48,0,0.99,0.05,-0.06,0,4.44,0.3,-0.3,0
