pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_teff,st_mass,st_logg,sy_dist
GJ 667 C c,3,5,Radial Velocity,2011,28.14,1.77,3.8,0.02,,3350,0.33,4.69,7.24396
GJ 667 C e,3,5,Radial Velocity,2013,62.24,1.45,2.7,0.02,,3350,0.33,4.69,7.24396
GJ 667 C f,3,5,Radial Velocity,2013,39.026,1.45,2.7,0.03,,3350,0.33,4.69,7.24396
GJ 667 C g,3,5,Radial Velocity,2013,256.2,1.99,4.6,0.08,,3350,0.33,4.69,7.24396
GJ 674 b,1,1,Radial Velocity,2007,4.6938,3.33,11.09,0.2,,3600,0.35,4.86,4.54896
GJ 676 A b,2,4,Radial Velocity,2010,1056.80005,12.7,2129.461,0.33,,3734,0.73,4.62,16.0272
GJ 676 A c,2,4,Radial Velocity,2016,7337,12.7,2161.244,,,4006.03,0.63,4.61,16.0272
GJ 676 A d,2,4,Radial Velocity,2012,3.6005,1.93,4.4,0.262,,4006.03,0.71,4.61,16.0272
GJ 676 A e,2,4,Radial Velocity,2012,35.39,2.77,8.1,0.125,,4006.03,0.71,4.61,16.0272
GJ 682 b,1,2,Radial Velocity,2014,17.478,1.93,4.4,0.08,,3028,0.27,4.93,5.00671
GJ 682 c,1,2,Radial Velocity,2014,57.32,2.89,8.7,0.1,,3028,0.27,4.93,5.00671
GJ 685 b,1,1,Radial Velocity,2019,24.16,2.95,9,0,,3816,0.55,4.72,14.3155
GJ 687 b,1,2,Radial Velocity,2014,38.142,4.32,17.2,0.17,,3413,0.4,4.86,4.54939
GJ 687 c,1,2,Radial Velocity,2020,727.562,4.14,16,0.4,,3413,0.4,4.82,4.54939
GJ 720 A b,2,1,Radial Velocity,2021,19.466,3.77,13.64,0.12,401,3837,0.57,4.71,15.5575
GJ 740 b,1,1,Radial Velocity,2021,2.37756,1.53,2.96,0.24,829,3913,0.58,4.68,11.1017
GJ 832 b,1,2,Radial Velocity,2008,3657,14,216,0.08,,3472,0.45,4.7,4.96435
GJ 832 c,1,2,Radial Velocity,2014,35.68,2.18,5.4,0.18,,3472,0.45,4.7,4.96435
GJ 849 b,1,2,Radial Velocity,2006,1915,13.9,286.04557,0.038,,3562.68,0.49,4.77,8.80058
GJ 849 c,1,2,Radial Velocity,2014,7068,14,223.11554,0.099,,3562.68,0.49,4.79,8.80058
GJ 86 b,2,1,Radial Velocity,1999,15.76491,12.9,1404.8086,0.04,,5182,0.93,4.63,10.7836
GJ 876 b,1,4,Radial Velocity,1998,61.1166,13.3,723.2235,0.0324,,3293.74,0.32,4.87,4.67517
GJ 876 c,1,4,Radial Velocity,2000,30.0881,14,226.9846,0.25591,,3293.74,0.32,4.87,4.67517
GJ 876 d,1,4,Radial Velocity,2005,1.93778,2.51,6.83,0.207,,3293.74,0.32,4.87,4.67517
GJ 876 e,1,4,Radial Velocity,2010,124.26,3.92,14.6,0.055,,3271,0.32,4.87,4.67517
GJ 887 b,1,2,Radial Velocity,2020,9.262,1.88,4.2,0,468,3688,0.49,4.78,3.29
GJ 887 c,1,2,Radial Velocity,2020,21.789,2.67,7.6,,352,3688,0.49,4.78,3.29
GJ 9066 b,1,2,Radial Velocity,2020,241.883,6.1,30.9,0.18,,3305,0.15,5.1,4.471
GJ 9066 c,1,2,Radial Velocity,2020,767.887,10,71.6,0.33,,3305,0.15,5.1,4.471
GJ 96 b,1,1,Radial Velocity,2018,73.94,4.67,19.66,0.44,,3785,0.6,4.67,11.9315
GJ 9689 b,1,1,Radial Velocity,2020,18.27,3.07,9.65,0.29,453,3836,0.59,4.69,30.6203
GJ 9827 b,1,3,Transit,2017,1.2089819,1.577,4.91,0,1044,4340,0.61,4.66,29.661
GJ 9827 c,1,3,Transit,2017,3.6480957,1.241,0.84,0,722,4340,0.61,4.66,29.661
GJ 9827 d,1,3,Transit,2017,6.2014698,2.022,4.04,0,605,4340,0.61,4.66,29.661
GPX-1 b,1,1,Transit,2021,1.744579,16.477,6261.21962,0,2300,7000,1.68,4.27,655.013
GQ Lup b,1,1,Imaging,2004,,33.6,6356,,2650,4360,0.7,3.65,151.169
GSC 06214-00210 b,1,1,Imaging,2010,,20.176,5000,,2300,4200,0.9,4.37,108.5
GU Psc b,1,1,Imaging,2014,,14.179,3591.3,,1050,4031.81,0.33,4.78,47.5501
Gl 378 b,1,1,Radial Velocity,2019,3.822,3.66,13.02,0.109,830,3879,0.56,4.69,14.9545
Gl 49 b,2,1,Radial Velocity,2019,13.8508,2.24,5.63,0.363,,3805,0.52,4.69,9.8528
Gl 686 b,1,1,Radial Velocity,2018,15.53,2.46,6.624,0.05,379,3656,0.43,4.87,8.15728
HAT-P-1 b,2,1,Transit,2006,4.46529976,14.785,166.86075,0,1322,5980,1.15,4.36,158.979
HAT-P-11 b,1,2,Transit,2008,4.88780244,4.36,26.69772,0.218,838,4780,0.81,4.66,37.7647
HAT-P-11 c,1,2,Radial Velocity,2018,3407,13.3,731.009,0.601,,4780,0.81,4.66,37.7647
HAT-P-12 b,1,1,Transit,2009,3.2130598,10.749,67.059,0,963,4650,0.73,4.61,142.751
HAT-P-13 b,1,2,Transit,2009,2.91625,14.258,270.462,0.0133,1740,5653,1.32,4.13,246.81
HAT-P-13 c,1,2,Radial Velocity,2009,446.27,12.3,4538.421,0.6616,340,5653,1.32,4.13,246.81
HAT-P-14 b,2,1,Transit,2010,4.62767,15.917,1093.3352,0.11,1624,6600,2.65,4.25,222.663
HAT-P-15 b,1,1,Transit,2010,10.8635,11.882,616.5902,0.19,904,5568,1,4.38,192.516
HAT-P-16 b,3,1,Transit,2010,2.77596,14.448,1332.605,0.036,1626,6158,1.22,4.34,226.637
HAT-P-17 b,1,2,Transit,2010,10.33852,11.769,184.3414,0.35,792,5246,0.99,4.53,92.3831
HAT-P-17 c,1,2,Radial Velocity,2010,5584,13.1,1080.6,0.39,,5336.96,0.92,4.55,92.3831
HAT-P-18 b,1,1,Transit,2010,5.508023,11.153,62.61,0.084,852,4803,0.77,4.57,161.4
HAT-P-19 b,1,1,Transit,2010,4.008778,12.689,92.802,0.067,1010,4990,0.84,4.54,202.078
HAT-P-2 b,1,1,Transit,2007,5.6335158,10.66,2765.121,0.5172,1540,6380,1.33,4.16,127.774
HAT-P-20 b,1,1,Transit,2010,2.875317,9.718,2302.899,0.015,970,4595,0.76,4.63,71.0374
HAT-P-21 b,1,1,Transit,2010,4.12448,12.442,1547.8321,0.23,1283,5588,1.24,4.33,277.278
HAT-P-22 b,2,1,Transit,2010,3.21222,12.89,785.0401,0.02,1463,5302,1.13,4.36,81.7647
HAT-P-23 b,1,1,Transit,2010,1.21288,12.218,425.8922,0.11,1951,5905,0.58,4.33,364.813
HAT-P-24 b,2,1,Transit,2010,3.35524,14.572,238.3725,0.07,1637,6373,1.37,4.27,415.344
HAT-P-25 b,1,1,Transit,2010,3.65281514,12.722,180.84527,0.023,1182,5519,1.01,4.52,300.384
HAT-P-26 b,1,1,Transit,2010,4.23452,7.062,22.2481,0.12,1001,5079,1.12,4.56,141.837
HAT-P-27 b,2,1,Transit,2011,3.039577,11.43,197.05,0,,5316,0.92,4.53,199.173
HAT-P-28 b,1,1,Transit,2011,3.257215,13.585,198.953,0.051,1384,5680,1.02,4.36,401.319
HAT-P-29 b,2,1,Transit,2011,5.72319,13.115,279.6904,0.09,1271,6087,1.45,4.34,313.576
HAT-P-3 b,2,1,Transit,2007,2.8997,10.536,206.5895,0,1189,5185,1.06,4.56,134.554
HAT-P-30 b,2,1,Transit,2011,2.8106,16.141,263.7989,0.04,1630,6304,1.55,4.36,213.985
HAT-P-31 b,1,1,Transit,2011,5.00542,12.218,721.4741,0.25,1450,6065,1.31,4.26,344.05
HAT-P-32 b,2,1,Transit,2011,2.1500082,22.194,216.1244,0.159,1836,6001,1.13,4.22,289.205
HAT-P-33 b,2,1,Transit,2011,3.47447,20.737,292.4036,0,1782,6446,1.82,4.15,396.11
HAT-P-34 b,1,1,Transit,2011,5.452654,13.417,1058.3739,0.432,1520,6442,1.39,4.21,249.325
HAT-P-35 b,3,1,Transit,2011,3.646706,14.93,335.62848,0.02,1581,6096,1.24,4.21,506.965
HAT-P-36 b,1,1,Transit,2011,1.32734683,14.314,587.41341,0.063,1781,5620,1.03,4.42,294.419
HAT-P-37 b,1,1,Transit,2011,2.797436,13.204,371.528,0.058,1271,5500,0.93,4.51,390.594
HAT-P-38 b,1,1,Transit,2012,4.640382,9.247,84.857,0.067,1082,5330,0.89,4.37,255.206
HAT-P-39 b,2,1,Transit,2012,3.54387,17.609,190.372,0,1752,6430,1.4,4.07,697.004
HAT-P-4 b,2,1,Transit,2007,3.056536,14.28,213.255,0,1686,5860,0.56,4.14,320.451
HAT-P-40 b,1,1,Transit,2012,4.45724,17.038,152.5584,0,1770,6080,1.03,3.93,464.469
HAT-P-41 b,2,1,Transit,2012,2.69405,22.978,378.2177,0,1941,6390,2.56,4.14,348.185
HAT-P-42 b,1,1,Transit,2012,4.641878,14.348,331.801,0,1428,5743,1.18,4.14,405.238
HAT-P-43 b,1,1,Transit,2012,3.3326414,13.63,210.395,0.21,1353,5693,1.03,4.38,528.825
HAT-P-44 b,1,2,Transit,2014,4.301219,13.922,111.871,0.044,1108,5295,0.94,4.46,347.85
HAT-P-44 c,1,2,Radial Velocity,2014,872.2,13,1271.3,0.494,,5295,0.94,4.46,347.85
HAT-P-45 b,1,1,Transit,2014,3.128992,15.984,283.492,0.049,1652,6330,1.26,4.3,298.64
HAT-P-46 b,1,1,Transit,2014,4.463129,14.392,156.684,0.123,1458,6120,1.28,4.25,290.736
HAT-P-49 b,1,1,Transit,2014,2.69155,17.822,699.226,0,2131,6820,2.22,4.1,350.351
HAT-P-5 b,1,1,Transit,2007,2.78849,13.563,311.4734,0,1539,5960,1.04,4.37,303.336
HAT-P-50 b,1,1,Transit,2015,3.1220109,14.437,429.0705,0.115,1862,6280,1.27,4.07,515.458
HAT-P-51 b,1,1,Transit,2015,4.2180278,14.493,98.20947,0.123,1192,5449,0.98,4.39,440.089
HAT-P-52 b,1,1,Transit,2015,2.7535953,11.31,259.98494,0.047,1218,5131,0.89,4.48,361.155
HAT-P-53 b,1,1,Transit,2015,1.9616241,14.773,471.65972,0.134,1778,5956,1.09,4.31,666.802
HAT-P-54 b,1,1,Transit,2015,3.799847,10.581,241.5508,0.074,818,4390,0.65,4.67,143.651
HAT-P-55 b,1,1,Transit,2015,3.5852467,13.249,184.97706,0.139,1313,5808,1.01,4.43,511.388
HAT-P-56 b,1,1,Transit,2015,2.79083,16.926,734.1873,0.29,1840,6566,1.42,3.39,320.639
HAT-P-57 b,3,1,Transit,2015,2.4653,19.504,448.1403,0,2200,6330,2.77,4.25,279.86
HAT-P-58 b,1,1,Transit,2021,4.0138379,14.93,118.23217,0.073,1622,6078,1.03,4.08,515.59
HAT-P-59 b,1,1,Transit,2021,4.1419771,12.588,489.45575,0.03,1278,5678,1.01,4.36,265.471
HAT-P-6 b,1,1,Transit,2007,3.85298,16.589,419.5356,0,1675,6570,1.79,4.22,275.358
HAT-P-60 b,1,1,Transit,2021,4.7947813,18.282,182.43351,0.25,1772,6212,1.44,3.91,233.22
HAT-P-61 b,1,1,Transit,2021,1.90231289,10.077,335.94463,0.113,1505,5587,1,4.5,338.84
HAT-P-62 b,1,1,Transit,2021,2.6453235,12.027,241.86742,0.101,1512,5629,1.02,4.31,348.815
HAT-P-63 b,1,1,Transit,2021,3.377728,12.543,195.14664,0.069,1237,5400,0.93,4.43,4483.05
HAT-P-64 b,1,1,Transit,2021,4.007232,19.089,184.34048,0.101,1766,6457,1.3,4.07,651.897
HAT-P-65 b,1,1,Transit,2016,2.6054552,21.185,167.49641,0.304,1930,5835,1.21,3.98,738.519
HAT-P-66 b,1,1,Transit,2016,2.972086,17.822,248.86089,0.09,1896,6002,1.25,3.99,935.456
HAT-P-67 b,2,1,Transit,2017,4.8101025,23.371,108.0622,0,1903,6406,1.64,3.85,371.686
HAT-P-68 b,1,1,Transit,2020,2.29840551,12.016,230.10892,0.041,1028,4508,0.68,4.62,202.152
HAT-P-69 b,1,1,Transit,2019,4.7869491,18.786,1137.8314,0,1930,7394,1.65,4.11,341.263
HAT-P-7 b,2,1,Transit,2008,2.20474,16.926,584.8072,0,2733,6389,1.56,4.07,341.079
HAT-P-70 b,1,1,Transit,2019,2.74432452,20.961,2154.8874,0,2562,8450,1.89,4.18,330.739
HAT-P-8 b,3,1,Transit,2008,3.07634,15.693,406.8224,0,1700,6200,1.27,4.15,211.553
HAT-P-9 b,1,1,Transit,2008,3.92281072,15.614,238.05467,0.084,1540,6350,1.28,4.29,455.203
HATS-1 b,1,1,Transit,2012,3.446459,14.594,589.55,0.12,1359,5870,0.99,4.59,283.971
HATS-10 b,1,1,Transit,2015,3.312846,10.862,167.17858,0.501,1407,5880,1.1,4.39,534.889
HATS-11 b,1,1,Transit,2016,3.619188,18.03,263.7989,0.34,1596,6563,1.33,4.19,944.603
HATS-12 b,1,1,Transit,2016,3.142702,7.76,759.6137,0.085,1446,6357,1.16,4.36,746.138
HATS-13 b,1,1,Transit,2015,3.0440499,13.585,172.58169,0.181,1244,5523,0.96,4.52,421.855
HATS-14 b,1,1,Transit,2015,2.7667641,11.646,340.39593,0.142,1276,5346,0.97,4.48,513.011
HATS-15 b,1,1,Transit,2016,1.74748753,12.386,689.6911,0.126,1505,5311,0.87,4.45,1139.55
HATS-16 b,1,1,Transit,2016,2.686502,14.572,1039.3041,0,1592,5738,0.97,4.24,757.044
HATS-17 b,1,1,Transit,2016,16.254611,8.709,425.25654,0.029,814,5846,1.13,4.42,400.331
HATS-18 b,1,1,Transit,2016,0.83784,14.897,629.14449,0.166,2069,5600,1.04,4.44,624.368
HATS-2 b,1,1,Transit,2013,1.354133,13.092,427.463,0,1577,5227,0.88,4.48,341.925
HATS-22 b,1,1,Transit,2017,4.7228124,10.682,870.8542,0.079,858,4803,0.76,4.64,229.518
HATS-23 b,1,1,Transit,2017,2.1605156,20.849,467.2101,0.114,1654,5780,1.12,4.33,639.004
HATS-24 b,1,1,Transit,2017,1.3484978,15.637,718.2958,0,2166,6125,1.07,4.37,494.182
HATS-25 b,1,1,Transit,2016,4.2986432,14.123,194.82979,0.176,1277,5715,0.99,4.35,471.158
HATS-26 b,1,1,Transit,2016,3.3023881,19.616,206.5895,0.245,1918,6071,1.3,3.94,861.843
HATS-27 b,1,1,Transit,2016,4.637038,16.814,168.4499,0.581,1659,6438,1.42,4.11,816.988
HATS-28 b,1,1,Transit,2016,3.1810781,13.384,213.58176,0.202,1253,5498,0.93,4.48,535.383
HATS-29 b,1,1,Transit,2016,4.6058749,14.022,207.54299,0.158,1212,5670,1.03,4.39,353.891
HATS-3 b,1,1,Transit,2013,3.547851,15.48,340.382,0,1648,6351,1.21,4.22,411.211
HATS-30 b,2,1,Transit,2016,3.1743516,13.171,224.38798,0.096,1414,5943,1.09,4.42,342.14
HATS-31 b,1,1,Transit,2016,3.37796,18.383,279.6904,0.233,1823,6050,1.27,4,773.974
HATS-32 b,1,1,Transit,2016,2.8126548,14,292.4036,0.471,1437,5700,1.1,4.4,745.116
HATS-33 b,1,1,Transit,2016,2.5495551,13.787,378.85336,0.08,1429,5659,1.06,4.45,248.46
HATS-34 b,1,1,Transit,2016,2.1061607,16.029,299.07803,0.108,1445,5380,0.95,4.43,508.842
HATS-35 b,1,1,Transit,2016,1.8209993,16.41,388.38826,0.306,2037,6300,1.32,4.24,514.555
HATS-36 b,1,1,Transit,2018,4.175186,12.92,1022.14128,0.105,1203,5950,1.1,4.4,856.436
HATS-37 A b,2,1,Transit,2020,4.3315366,6.793,31.46517,0,1085,5326,0.84,4.48,211.896
HATS-38 b,1,1,Transit,2020,4.375021,6.882,23.51942,0,1294,5732,0.89,4.3,343.525
HATS-39 b,1,1,Transit,2018,4.5776348,17.598,200.2329,0.275,1645,6572,1.38,4.16,878.521
HATS-4 b,1,1,Transit,2014,2.516729,11.433,420.471,0.013,1315,5403,1,4.51,416.459
HATS-40 b,1,1,Transit,2018,3.2642736,17.71,505.3497,0.312,2101,6460,1.56,3.92,1342.29
HATS-41 b,1,1,Transit,2018,4.193649,14.908,3082.951,0.38,1710,6424,1.5,4.14,737.668
HATS-42 b,1,1,Transit,2018,2.292102,15.693,597.5204,0.229,1856,6060,1.27,4.2,800.377
HATS-43 b,1,1,Transit,2018,4.3888497,13.227,82.95363,0.173,1003,5099,0.84,4.54,362.273
HATS-44 b,1,1,Transit,2018,2.7439004,11.96,177.9848,0.279,1161,5080,0.86,4.51,446.035
HATS-45 b,1,1,Transit,2018,4.1876244,14.415,222.481,0.24,1518,6450,1.27,4.3,772.11
HATS-46 b,1,1,Transit,2018,4.7423729,10.122,54.98459,0.559,1054,5495,0.92,4.54,453.808
HATS-47 b,1,1,Transit,2020,3.9228038,12.52,117.27927,0.088,853,4512,0.67,4.63,300.67
HATS-48 A b,2,1,Transit,2020,3.1316666,8.967,77.23269,0.162,955,4546,0.73,4.59,263.609
HATS-49 b,1,1,Transit,2020,4.1480467,8.575,112.19399,0.071,835,4405,0.71,4.6,324.413
HATS-5 b,1,1,Transit,2014,4.763387,10.223,75.323,0.019,1025,5304,0.94,4.53,246.384
HATS-50 b,1,1,Transit,2017,3.8297015,12.666,123.9537,0.516,,5990,1.17,4.41,756.742
HATS-51 b,1,1,Transit,2017,3.3488702,15.805,244.09344,0.33,1553,5758,1.19,4.2,389.57
HATS-52 b,1,1,Transit,2017,1.36665436,15.491,711.9392,0.246,1834,6010,1.11,4.45,555.134
HATS-53 b,1,1,Transit,2017,3.8537768,15.02,189.10885,0.33,1312,5644,0.96,4.34,585.77
HATS-54 b,1,1,Transit,2019,2.5441828,11.96,241.5508,0.126,1625,5702,1.1,4.24,748.585
HATS-55 b,1,1,Transit,2019,4.2042001,14.022,292.72143,0.092,1367,6214,1.2,4.41,609.838
HATS-56 b,1,1,Transit,2019,4.324799,18.921,191.33366,0.019,1902,6536,1.57,3.95,564.409
HATS-57 b,1,1,Transit,2019,2.350621,12.767,1000.21101,0.028,1413,5587,1.03,4.48,279.485
HATS-58 A b,2,1,Transit,2019,4.2180896,12.274,327.3649,0.168,1721,7175,1.46,4.29,403.591
HATS-59 b,1,2,Transit,2018,5.416081,12.621,256.17098,0.129,1128,5670,1.04,4.42,642.884
HATS-59 c,1,2,Radial Velocity,2018,1422,12.3,4036.441,0.083,176,5670,1.04,4.42,642.884
HATS-6 b,1,1,Transit,2015,3.3252725,11.187,101.38777,0,713,3724,0.57,4.68,169.318
HATS-60 b,1,1,Transit,2018,3.560829,12.924,210.40346,0.191,1528,5688,1.1,4.15,486.474
HATS-61 b,1,1,Transit,2018,7.817953,13.395,1080.622,0.092,1226,5542,1.08,4.03,679.761
HATS-62 b,1,1,Transit,2018,3.2768837,11.825,56.89157,0.298,1237,5416,0.9,4.45,523.067
HATS-63 b,1,1,Transit,2018,3.0566527,13.529,305.1168,0.136,1398,5627,0.93,4.35,623.232
HATS-64 b,1,1,Transit,2018,4.908897,18.82,305.1168,0.151,1793,6554,1.56,3.98,1080.15
HATS-65 b,2,1,Transit,2018,3.105161,16.825,260.93843,0.062,1634,6277,1.26,4.3,493.32
HATS-66 b,1,1,Transit,2018,3.1414391,15.816,1694.0339,0.064,1998,6626,1.41,4.06,1477.98
HATS-67 b,1,1,Transit,2018,1.6091788,18.887,460.8535,0.057,2193,6594,1.44,4.28,960.109
HATS-68 b,1,1,Transit,2018,3.5862202,13.809,410.0007,0.036,1741,6147,1.35,4.08,603.955
HATS-69 b,1,1,Transit,2018,2.2252577,10.593,183.38791,0.519,1296,5137,0.89,4.5,414.537
HATS-7 b,1,1,Transit,2015,3.185315,6.311,38.1396,0.17,1084,4985,0.85,4.54,240.707
HATS-70 b,1,1,Transit,2019,1.8882378,15.513,4100.007,0.18,2730,7930,1.78,4.17,1458.83
HATS-71 b,1,1,Transit,2020,3.7955202,11.478,117.5971,0,587,3405,0.49,4.77,140.225
HATS-72 b,1,1,Transit,2020,7.3279474,8.097,39.85588,0.013,739,4656.1,0.73,4.59,127.589
HATS-8 b,1,1,Transit,2015,3.583893,9.785,43.86054,0.376,1324,5679,1.06,4.39,794.637
HATS-9 b,1,1,Transit,2015,1.915291,13.85,266.02371,0.075,1746,5599,1.1,4.1,638.7
HD 100546 b,1,1,Imaging,2014,,77.342,239000,,,10500,2.4,4.33,109.677
HD 100655 b,2,1,Radial Velocity,2011,157.57001,13.5,511.7063,0.09,,4891,2.28,2.79,137.178
HD 100777 b,1,1,Radial Velocity,2007,383.70001,13.8,327.3649,0.36,,5533,0.83,4.32,49.5336
HD 10180 c,1,6,Radial Velocity,2010,5.75969,3.68,13.1,0.073,,5911,1.06,4.39,38.9607
HD 10180 d,1,6,Radial Velocity,2010,16.357,3.45,11.75,0.131,,5911,1.06,4.39,38.9607
HD 10180 e,1,6,Radial Velocity,2010,49.748,5.39,25.1,0.051,,5911,1.06,4.39,38.9607
HD 10180 f,1,6,Radial Velocity,2010,122.744,5.24,23.9,0.119,,5911,1.06,4.39,38.9607
HD 10180 g,1,6,Radial Velocity,2010,604.67,4.91,21.4,0.263,,5911,1.06,4.39,38.9607
HD 10180 h,1,6,Radial Velocity,2010,2205,9.4,64.4,0.095,,5911,1.06,4.39,38.9607
HD 101930 b,2,1,Radial Velocity,2005,70.46,10.6,79.4575,0.11,,5108,0.57,4.33,30.0274
HD 102117 b,1,1,Radial Velocity,2005,20.8133,8.47,54.0311,0.12,,5655,1.06,4.29,39.5792
HD 102195 b,1,1,Radial Velocity,2006,4.11377,14.2,130.3103,0,,5301,0.76,4.49,29.3386
HD 102272 b,1,1,Radial Velocity,2008,127.58,12.9,1570.0802,0.05,,4790,1.45,2.58,347.097
HD 102329 b,1,2,Radial Velocity,2011,778.09998,12.6,2593.4928,0.21,,4745,3.21,2.96,217.107
HD 102329 c,1,2,Radial Velocity,2018,1123,13.5,483.1016,0.209,,4830,1.3,3,217.107
HD 102365 b,2,1,Radial Velocity,2010,122.1,4.14,16,0.34,,5630,0.85,4.57,9.2894
HD 102843 b,1,1,Radial Velocity,2019,3090.942,13.1,113.9,0.11,,5436,0.95,4.46,62.758
HD 102956 b,2,1,Radial Velocity,2010,6.4947,13.8,305.1168,0.037,,4985,1.66,3.38,121.89
HD 103197 b,1,1,Radial Velocity,2009,47.84,5.83,28.6047,0,,5250,0.8,4.45,57.1463
HD 103720 b,1,1,Radial Velocity,2014,4.5557,14.1,197.046,0.086,,5017,0.79,4.43,45.5352
HD 103774 b,2,1,Radial Velocity,2013,5.8881,13.3,116,0.09,,6489,1.33,4.26,56.4089
HD 103949 b,1,1,Radial Velocity,2019,120.878,3.35,11.2,0.19,,4792,0.77,4.59,26.4997
HD 104067 b,1,1,Radial Velocity,2009,55.806,8.18,50.8528,0,,4937,0.62,4.49,20.3632
HD 10442 b,1,1,Radial Velocity,2014,1032.3,13.6,472.61321,0.132,,4912,1.01,3.19,135.374
HD 104985 b,1,1,Radial Velocity,2003,199.505,12.6,2637.9,0.09,,4877,2.3,2.85,100.576
HD 106252 b,1,1,Radial Velocity,2002,1531,12.7,2202.5619,0.48,,5874,1.01,4.36,38.185
HD 106270 b,1,1,Radial Velocity,2011,1888,12.5,3219.6179,0.185,,5509,1.39,3.72,93.808
HD 106315 b,1,2,Transit,2017,9.55237,2.44,12.6,0.093,1153,6327,1.09,4.25,109.353
HD 106315 c,1,2,Transit,2017,21.05704,4.35,15.2,0.22,886,6327,1.09,4.25,109.353
HD 10647 b,1,1,Radial Velocity,2006,989.2,13.8,298.75,0.15,,6218,1.11,4.62,17.3357
HD 106515 A b,2,1,Radial Velocity,2012,3630,12.5,3054.22,0.572,,5362,0.97,4.41,34.0915
HD 106906 b,1,1,Imaging,2013,,12.4,3496,,1800,6516,1.5,3.9,103.029
HD 10697 b,1,1,Radial Velocity,1999,1075.69,12.7,2028.70889,0.1043,,5600,1.13,3.96,33.1205
HD 107148 b,2,2,Radial Velocity,2005,48.056,9.6,66.741,0.05,,5797,1.12,4.45,49.4156
HD 107148 c,2,2,Radial Velocity,2021,18.3267,4.7,19.89606,0.34,,5752.92,1.11,4.35,49.4156
HD 108147 b,1,1,Radial Velocity,2002,10.8985,10.9,82.95,0.53,890,6255.73,1.22,4.36,38.92
HD 108236 b,1,5,Transit,2020,3.795963,1.615,3.24,0.045,1099,5660,0.87,4.49,64.5978
HD 108236 c,1,5,Transit,2020,6.203449,2.071,4.94,0.034,932,5660,0.87,4.49,64.5978
HD 108236 d,1,5,Transit,2020,14.175685,2.539,6.98,0.055,708,5660,0.87,4.49,64.5978
HD 108236 e,1,5,Transit,2020,19.590025,3.083,9.71,0.058,636,5660,0.87,4.49,64.5978
HD 108236 f,1,5,Transit,2021,29.54115,2.017,4.72,0.051,,5660,0.87,4.49,64.5978
HD 108341 b,2,1,Radial Velocity,2014,1129,13.1,1112.4,0.85,,5122,0.84,4.45,48.9102
HD 108863 b,1,1,Radial Velocity,2011,437.7,13.3,767.24162,0.032,,4878,1.59,3.07,164.742
HD 108874 b,1,2,Radial Velocity,2002,394.48123,13.6,451.3186,0.13,,5600,1.1,4.44,59.5175
HD 108874 c,1,2,Radial Velocity,2005,1624,13.8,314.64,0.239,,5551,0.95,4.36,59.5175
HD 109246 b,1,1,Radial Velocity,2010,68.27,13.9,273.3338,0.12,,5844,1.2,4.46,67.8349
HD 109271 b,1,2,Radial Velocity,2013,7.8543,4.31,17.162,0.25,,5783,1.05,4.28,55.8716
HD 109271 c,1,2,Radial Velocity,2013,30.93,5.27,24.154,0.15,,5783,1.05,4.28,55.8716
HD 109286 b,1,1,Radial Velocity,2021,520.1,13.2,950.30694,0.338,259,5694,0.98,4.44,55.4156
HD 109749 b,2,1,Radial Velocity,2005,5.239891,11.1,85.8141,0,,5824,1.13,4.31,63.0821
HD 110014 b,1,1,Radial Velocity,2009,835.477,12.4,3524.59,0.462,,4445,2.17,2.1,100.758
HD 110082 b,2,1,Transit,2021,10.18271,3.2,10.3,0.2,955,6200,1.21,4.2,105.096
HD 110113 b,1,2,Transit,2021,2.541,2.05,4.55,0.093,1371,5732,1,4.46,106.307
HD 110113 c,1,2,Radial Velocity,2021,6.744,3.23,10.5,0.045,990,5732,1,4.46,106.307
HD 111232 b,1,1,Radial Velocity,2003,1143,12.7,2269.3062,0.2,,5512,0.84,4.45,28.9571
HD 111591 b,1,1,Radial Velocity,2017,1056.4,12.9,1398.452,0.26,,4884,1.94,3.1,114.166
HD 111998 b,1,1,Radial Velocity,2016,825.9,12.9,1433.4133,0.03,,6557,1.18,4.19,33.2237
HD 112640 b,1,1,Radial Velocity,2020,613.2,12.9,1589.15,0.24,,4155,1.8,1.7,323.335
HD 113337 b,1,1,Radial Velocity,2013,324,13.2,899.42,0.46,,6576.6,1.4,4.21,36.18
HD 113538 b,1,2,Radial Velocity,2010,663.2,13.2,114.41,0.14,,4462,0.58,3.79,16.2817
HD 113538 c,1,2,Radial Velocity,2010,1818,13.8,295.57,0.2,,4462,0.58,3.79,16.2817
HD 113996 b,2,1,Radial Velocity,2017,610.2,12.7,2002.329,0.28,,4181,1.49,1.86,116.334
HD 114386 b,1,1,Radial Velocity,2003,937.70001,13.7,362.3262,0.23,,4836,0.6,4.45,27.9243
HD 114613 b,1,1,Radial Velocity,2014,4000,13.1,113.46531,0.458,,5641,1.27,3.87,20.2836
HD 114729 b,2,1,Radial Velocity,2002,1121.79,13.9,262.20975,0.079,,5844,0.94,4.05,37.8063
HD 114762 b,2,1,Radial Velocity,1989,83.9151,12.44,3397.6027,0.34,,5869,0.8,4.18,40.1949
